소재지전화,소재지면적,소재지우편번호,소재지전체주소,address,도로명우편번호,name,업태구분명,좌표정보(x),좌표정보(y),위생업태명,naver_map_url,naver_review1,naver_review2,naver_review3,naver_review4,naver_review5,kakao_map_url,k_review1,k_review2,k_review3,k_review4,k_review5
,62.1,445-891,경기도 화성시 봉담읍 상리 690-1,"경기도 화성시 봉담읍 상리2길 55, 2층 206호",18309.0,쑈찐꺼 안후이 우육판면,중국식,195217.5086,413703.3326,중국식,https://m.place.naver.com/restaurant/1406821343,"??내돈내산 후기: 인생 우육면을 만나다 ?? 본인기준 대만 여행가서 줄서서 먹은 딘타이펑 본점 우육면보다 더 맛있었어요??가게 간판이 생소해서 궁금하지만 가보진 않았었는데, 여기를 왜!!!!이제야 안건지?? 양도 많고 고기도 야들야들하고..3,000원 추가하고 닭다리도 추가했는데 크..역시 추가하길잘했어..봉타이펑 입니다 진짜...점심 메뉴로 강추예요??","처음먹어봤는데 특별한 맛이네요
혐지인 맛인가봐요
나랑은 안맞지만 현지분들은 좋아하실듯",리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,https://place.map.kakao.com/67119031#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
,29.7,445-891,경기도 화성시 봉담읍 상리 24,"경기도 화성시 봉담읍 샘마을길 18, 1동 106호",18316.0,동궁찜닭 봉담점,한식,195457.7398,412951.8745,한식,https://m.place.naver.com/restaurant/1461644428,자주 시켜먹는곳인데 맛있어요^^,"배달로 시킨 황금찜닭 손님용으로도 너무 좋아요. 닭볶음탕과 찜닭의 황금비율^^ 그래서 황금찜닭인가봅니다. 넙적 당면의 쫄깃도 좋고 밥까지 볶아먹기 딱 좋아요~^^ 약간 매운맛은 
초등 딸아이도 좋아하네요","찜닭이 땡겨서 네이버 검색후 무심코주문한 동궁찜닭! 가성비좋고, 맛도좋고 너무 맛있게 잘먹었습니다. 아들이랑 집사람도 너무 좋아하네요. 이번엔 황금찜닭먹었는데 다음엔 고추장
찜닭 주문드깁니다. 사장님 너무 잘먹었습니다. 그리고 김이 심의 한수네요 ㅎㅎㅎ",굿,조아요,https://place.map.kakao.com/1657794205#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
,35.27,445-896,경기도 화성시 봉담읍 수영리 679 우방아이유쉘 2단지,"경기도 화성시 봉담읍 수영로 61-7, 상가동 101호 (우방아이유쉘 2단지)",18297.0,낮술밤술 포차,한식,196031.8932,414893.5264,한식,https://m.place.naver.com/restaurant/1027992786,"봉담 낮술하기 좋은 낮술밤술 포차 왔어요.
봉담에 막걸리 먹을만한 가게가 동네에 없었는데 생겨서 너무 좋아요~ 부대찌개 맛집이라 자주 들려요..제가 부대찌개를 좋아하거든요??",사장님손맛이좋고 친절합니다. 동네인근에 밥먹을집이별로없는데 밥손님환영이라니까 밥만먹으러가도 좋을거같아요,"집 근처에 포차가 생겨서 가끔씩 들러요. 봉담맛집으로 추천하는 가게에요^^ 와이프와 오랜만에 와서 둘이 오붓하게 순살치킨 시켜 먹었어요ㅎ 와이프 좋아하는 꿀토마토까지ㅎ 봉담 
치킨맛집이니 치킨이 생각나시는 분도 추천??","친구모임을 저번에 멀리서 해서 이번엔 저희 동네 포차 새로 생긴 곳에서 했어요. 처음 와봤는데 봉담맛집 인정입니다. 듣던대로 닭도리탕 맛집이네요. ?? 근데 조리시간이 30분은 걸
리는듯해요. 미리 예악하면 딱이에요. 저희는 오래걸려서 꼬리족발과 이것저것 시켰지만 닭도리탕만 먹을분들은 예약꾹! 여기서 꼬리족발도 처음 알게되서 먹어봤는데 추천할만해요!!","봉담 맛집 낮술밤술포차에 왔어요ㅋ
포차 처음 오픈했을때 왔었다가 그땐 오픈때라그런지 정신없어 실망했었는데 오랜만에 방문했다가 봉담 닭발맛집 인정인정! 대만족하고 갑니다.",https://place.map.kakao.com/1518875584#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
,106.65,445-897,경기도 화성시 봉담읍 와우리 31-3 캠퍼스타운,"경기도 화성시 봉담읍 와우로 91, 캠퍼스타운 1층 301호",18321.0,약속장소,한식,197784.9198,412472.4708,한식,https://m.place.naver.com/restaurant/1017430869,인테리어가 예뻐서 들어온건데 안주가 진쨔 너무너무너무너무 맛있어요 ..?? 술 먹으러 왔다가 식사하고 갑니다 ㅠㅡㅠ 또 오고 싶은데 제발 서울에도 체인 내주세용 ㅠㅠㅠㅠㅠㅠㅠㅠ 수육튀김 육회 짱맛탱구리♥?♥?♥?♥?♥?,"이번에 새로 오픈했다구해서 와봤는데 완전 취향저격,,????? 튀김수육이랑 나가사키 짬뽕 주문했는데 비주얼도 좋고 양도 많아서 좋았어요,,?? 게다가 안주들 너무 맛있어서 같이 간 친
구랑 싹-비우고 나왔어요>_<!! 하이볼도 가니쉬까지 센스 만점?? 분위기도 좋구 사장님들도 친절해서 자주 올 것 같아요~:)","새로 생겨서 방문해봤는데 분위기 조용하고 괜찮네요!!! 나베 무난뮤난한 편 가격대 조금 있는편!!!
사리 추가해서 먹어도 맛있어요 :)",떡볶이랑 수육전골 진짜 입에서 녹아요..ㅠㅜ 먹구 육회로 입가심 하면 진짜 대박입니다.. 처음 와봤는데 다음에도 또 친구들과 올듯한 곳이네옄ㅋㅋㅋ굿,안주가 너무 맛있어서 사진을 못 찍은게 너무 아쉬워요ㅠ??·??? 와우리에서 이렇게 맛집 술집을 찾기 힘들었는데 드디어 찾은거같아서 진짜 너무 좋앙요!!!!!! 직원분들도 다 너무 친절하시고 인테리어도 진짜 취향저격. ???? 다음에 또 친구들 데리고 올게요!,https://place.map.kakao.com/1308699199#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
,73.8,445-891,경기도 화성시 봉담읍 상리 690-1,"경기도 화성시 봉담읍 상리2길 55, 봉담 어반센터프라자 2층 204호",18309.0,탕화쿵푸마라탕봉담2지구점,한식,195217.5086,413703.3326,한식,https://m.place.naver.com/restaurant/1393721834,"오랜만에 마라탕 먹으러왔는데 맛있어요.ㅋ 꿔바로우는 안먹고 마라샹궈를 시켜서 먹으니 여러명 먹을땐 좋네요.ㅎ ㅎ 마라샹궈도 굿입니다 ㅋ.ㅋ 매콤하게 즐길기엔 마라탕이 최고인
거 같네요 ㅎ 탕화쿵푸 넘 맛있네요.ㅎ","2지구에 탕화쿵푸가 생겼다길래 방문포장했어요! 역시 마라탕은 탕화쿵푸..?? 가까운 곳에 생겨서 너무 좋아요. 진짜 맛있게 잘먹었습니다! 1.5단계 먹었는데 담엔 2단계 먹어보려구요
 ~ 꿔바로우도 시큼한 맛도 덜하고 쫀득 달콤해서 맛있었어요!! 마라탕에 꿔바로우 조합은 최고????","아이들이 좋아하는 마라탕입니다ㅎㅎ
가깝고 내부 깨끗하고 친절하시네용.
맛도 좋아요","두번째 방문이에요! 신선도 최상이고 친절해요!! 그리고 소고기 점심 할인 이벤트에 감사 이벤트 쿠폰까지!!! 안 올 이유가 없네요 ㅎㅎ
맛도 맛있어서 또 방문할게요~",남편이랑 얼마전에 먹었는데 또 먹으러 왔어요~!! 연유꽃빵도 시켰는데 역시 존만!!!! 강추합니다~~,https://place.map.kakao.com/940897220#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
,33.15,445-891,경기도 화성시 봉담읍 상리 681-1 1동 1층108호,"경기도 화성시 봉담읍 상리3길 43-18, 1동 1층 108호",18306.0,부산고기빵,한식,194821.9776,414047.7266,한식,https://m.place.naver.com/restaurant/1856436040,두툼한 패티가3개~ 어마어마 크기!! 충분히 배부르게 먹을 수 있겠어요!! 그리고 매콤한 버거 완전 좋아요 제가 좋아하는 매운맛 소스!! 그리고 그리운 파파이스와 비슷한감튀!! 여기 감튀도 넘 맛있어요!!,아이의 최애 햄버거 여러곳에서 먹어봤지만 여기가 최고네요. 알찬구성에 양과 맛에 놀라워요,"부산 고기빵 햄버거 맛집이에요^^ 즉석에서 신선하게 만들어주세요^^ 건강한 햄버거를 드시고 싶다면, 부산 고기빵에 와보세요^^","소문은 많이 들었는데 못가보다가 오늘 드뎌 포장해왔네요~ 야채가 너무 신선하게 들어가있네요~~ 소스도 너무 맛있구요~!!푸짐하게 잘먹었습니다! 아 포장했는데 식지않게 미니핫팩 
센스??!! 잘먹었습니다!!",양도 많고 맛도있고 가성비도 좋고 햄버거 생각날때마다 먹을거 같아요,https://place.map.kakao.com/2121035463#comment,맛있어요. 가격은 좀 있는듯..ㅎㅎ,여기 봉담 맛집 입니다 우리 8살딸이 너무 좋아합니다 치즈감튀 최고임,"햄버거랑 샐러드 사다 먹어봤는데 햄버거 크기도 크고 맛있었어요
샐러드도 바로 만드셔서 그런지 야채가 신선했어요
참고로 주니어 말고 일반버거는 크기가 엄청커요 남자분들이 드시기에 좋으실것같구요 많이 못드시는 분은 주니어버거 추천해요
더보기",리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
,34.43,445-891,경기도 화성시 봉담읍 상리 637-6,"경기도 화성시 봉담읍 장등2길 6-14, 1동 1층일부",18314.0,밥풀릭스,한식,195171.7568,413070.5946,한식,https://m.place.naver.com/restaurant/1089280360,"육회비빔밥이랑 갈비도시락 시켜서 먹었어요 양도많고 반찬도 많고 무엇보다도 맛이 최고였어요! 배달음식으로 먹은거라 기대 안했는데 너무 좋았어요. 리뷰남기면 서비스로 음료도 
줘요!! 음료도 맛잇구요 다음번에도 도시락 먹게된다면 이곳에서 시켜먹을거 같아요 잘먹었습니다. 많이파세요~",굿,좋아요,굿,굿,https://place.map.kakao.com/653705986#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
,78.91,445-891,경기도 화성시 봉담읍 상리 630-5 1층 일부호,"경기도 화성시 봉담읍 장등1길 14, 1층",18314.0,기안통닭,호프/통닭,195157.0419,413329.8115,호프/통닭,https://m.place.naver.com/restaurant/1997602138,"왠만하면 맛있다 소리 안하는 친구랑 갔는데, 계속 맛있다고 한 맛집이었습니다. 순살 주문해서 먹었는데, 솔직히 가격적인 측면이나 맛이나 대형 프렌차이즈 치킨보다 훨씬 더 월등했습니다…… 다음엔 다른 메뉴도 먹어보고 싶네요.","집 근처라서 꼭 와봐야지하다가 드디어 왔는데
여기 한번 오면 여기만 오겠는데요..?
맛 미쳤고 양 미쳤고 사장님 직원분들 다 너무너무 친절해서 기분좋게 먹고 왔어요??오래오래 쭉 운영해주세요!!!!","깻잎똥집튀김과 후라이드 세트로 주문했어요. 포장으로 1000원 할인받았어요. 우선 1마리인데 양이 많네요. 포장으로 바로 집에 와서 먹어 엄청 바삭해요. 옆에서 들음 음향효과처럼 바
사삭 소리가 나요. ^^ 그런데 아이가 먹기엔 살짝 매워요. 닭똥집도 양이 많았는데 한 조각이 엄청 커요. 가위로 잘라 먹어야해요. 깻잎튀김은 기름을 엄청 먹어 좀 느끼했어요. 깻잎향이
 날거라 생각했는데 향이 안 느껴져요. ㅠ.ㅠ",치킨 진짜 맛있어요!! 맥주가 쭉쭉 들어가는 맛집,"간단하게 맥주 한잔 하기 좋은곳~
안주 종류도 다양해서 2차 술집으로 강추 ㅎㅎ
봉담 술집 찾으시면 기안통닭 추천해요",https://place.map.kakao.com/1741320547#comment,오랜만에 오리지널 통닭 맛집 찾았네요. 맛있습니다^^,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
,36.0,445-893,경기도 화성시 봉담읍 동화리 597-3,"경기도 화성시 봉담읍 동화새터길 98, 스타타워2차 103호",18302.0,떡순튀(봉담점),분식,196354.8478,412827.2134,분식,https://m.place.naver.com/restaurant/1504004575,순대가 맛있는집! 떡볶이는 별론데 순대가 정말 맛있어요???? 개인적으로 허파를 너무 좋아하는데 다른 곳보다 허파 양도 많아서 아주 만족??,"여기 우동, 순대가 진짜 맛집이라 자주 포장, 배달 해서 잘먹고 있어요!","야채김밥 양도 많고 내용물도 듬뿍이라 맛있어요
떡볶이도 맵지만 맛있어서 중독성있네요","아이들먹기에는 떡볶이가매워요 주문하면 시간이좀걸리고요
맛은그러대로좋아요","배달시켜먹었어요 
배뷰르게 잘먹었습니다 맛있어요",https://place.map.kakao.com/1461831237#comment,"봉담엔 늦게까지하는 떡볶이맛집이없는듯
그래도 떡만 바꾸면 먹을만한듯요. 떡이 무슨 스파게티마냥 뚝뚝끊김",리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
,33.32,445-897,경기도 화성시 봉담읍 와우리 240 해오름마을봉담그대가2단지아파트,"경기도 화성시 봉담읍 참샘길 33, 1층 105호 (해오름마을봉담그대가2단지아파트)",18321.0,찐이네해물포차,기타,197631.6221,412523.6722,기타,https://m.place.naver.com/restaurant/1583919397,"일단 처음 왔는데요 바로 단골 하겠습니다 조개찜 양이 엄청 많구요 무엇보다 수조가 엄청 깨끗해요 저는 더러우면 안감,, 부디 오래오래 영업 하셨으면 좋겠습니다 참고로 해물 부추전 꼭 시켜서 바삭바삭하게 부탁드리세요 새우깡처럼 아주 아주 맛도리!! ?? 기본으로 나오는 콘샐러드랑 (오이 못 먹는 사람은 쩔 수 없음 내칭구도 못먹음,,대신 내가 다먹을 수 있음) 저 연두부 진짜 개도랏 ,, ????? 메인 나오기 전에 리필에서 먹었어요 물도 물깐깐 제가 딱 좋아하는 맛도리 물,, 여기 모자란게 뭔지 ㅠㅠ 조개찜에 굴도 들어 있어서 너무 좋았고 무엇...",양이 푸짐하고 신선하고 맛있고 국물 시원하고 칼국수도 맛있고 김치도 맛있고 둘이서 배불러배불러 하면서 다 먹었네요 ㅋㅋㅋ,사장님이 너무 친절하시고 해산물 완전 싱싱해요 ?? 양도 엄청 많고 정말 너무 맛있어요 ??????,"동네에 새로 생겨서 방문했는데 사장님 너무 착하시고 음식도 진짜 맛있어요?? 2, 3차 갈 거 여기서 끝냈습니다?? 재방문 의사 너무 있고 동네에 이런 식당이 생겨서 행운이에요?? 가 격도 저렴하고 맛있어요!!! 해산물도 싱싱하고 키조개 치즈구이는 조개랑 치즈랑 각종 야채들에 소스에 버무려서 나오는데 완전 맛있고 숟가락으로 떠먹으면 조개가 막 나와요! 해물라 면은 제주도 보다 훨씬 좋아보인다며 뒷테이블에서도 물어봤던 메뉴예요 사진처럼 푸짐합니당 그리고 해물부추전도 완전 빠삭하게 해물이랑 부침이 많이 들어있어요! 다음에 또 ...",제가 해물 킬런데 학교 앞에 이런 곳이 생겨서 꼭 가야겠다 하고 갔는데 정말 너무 만족스러워요 … ?? 사장님도 너무너무 친절하시고 조개찜 진짜 꼭 드세요 .. 이 가격에 조개도 엄청 많이 들어있고 야채도 많이 들어있고 진짜 최고입니다 ?????? 술이 아주 무한대로 들어가요 … 그날 그날 오늘의 추천메뉴 같은 것도 있고 다른 메뉴들도 다양해요 ! ! 사장님이 해산물을 직접 잡아오신다고 하셨어요 믿고 먹는 찐이네 해물포차 최고에요 ♥?,https://place.map.kakao.com/531526724#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
,22.23,445-896,경기도 화성시 봉담읍 수영리 651-5,"경기도 화성시 봉담읍 진등3길 7, 1층 101호 일부호",18313.0,김사부의곱창명가봉담점,한식,195311.6447,413241.96,한식,https://m.place.naver.com/restaurant/1985218732,늦은 저녁으로 잘 먹었어요.,너무 맛있어요~~~ 다음에 또 이용할게요!!,"맛잇어요~~양도 나른 좋습니다 ㅎㅎㅎ
처음시켜먹는건데 좋아용~",리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,https://place.map.kakao.com/1366641435#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
,22.23,445-896,경기도 화성시 봉담읍 수영리 651-5,"경기도 화성시 봉담읍 진등3길 7, 1층 101호 일부호",18313.0,김선생불닭발봉담점,호프/통닭,195311.6447,413241.96,호프/통닭,https://m.place.naver.com/restaurant/1784659703,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,https://place.map.kakao.com/754160654#comment,let's go with friends,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
,107.35,445-891,경기도 화성시 봉담읍 상리 625-3,"경기도 화성시 봉담읍 장등1길 13-17, 1층 전체호",18314.0,호랭이술상 봉담점,한식,195113.6685,413464.8709,한식,https://m.place.naver.com/restaurant/1512258072,"음식들이 하나같이 다 맛있고 심지어 기본안주도 너무 맛있어요?
친구 보려고 봉담까지 올 때마다 항성 여기만 방문하는 것 같아요 ????
사장님, 직원분들도 모두 친절하시고 육수도 바로바로 리필도 해주시고, 무엇보다 화장실이 크고 깨끗해서 좋았어요?? 사장님 번창하세요호호 혁신!??","친구들과 이곳에서 모임을 가졌습니다. 대표메뉴 파스타, 스테이크부터 시작해서 아귀튀김, 통홍게살계란탕까지 너무 맛있었네요. 그리고 매장 분위기도 고급스럽고 이쁘게 해둬서 모
임, 데이트로도 손색 없는곳입니다. 술 생각나면 또 방문해서 먹어야겠어요!!",인테리어도 이쁘고 호랑이컨셉확실해요~~ 안주도 진짜 다양하고 가격도 괜찮구 맥주한잔하기 너무좋아요 술집이지만 파스타도 먹었는데 넘 맛있어욬ㅋㅋㅋ 봉담신상술집 ㅊㅊ해용 분위기도 어둑어둑해서 대화하기 좋았어요 번창하세요 ??,"☆부드러운 아귀튀김☆존맛탱.부드러움.다음에도또먹을듯 얼큰해장파스타: 맵찔이에게는 조금 칼칼했지만 맛있었음 치즈감자채전: 맥주랑 먹으면 좋을듯 ☆치즈오돌&주먹밥☆ 맛있
음.치즈계속데워주는센스 굿 파인샤베트: 굿 단체가 꽤 있었고~~ 인테리어 깔끔하고 연말분위기나서좋았음","스테이크랑 파스타 먹으러 왔습니다!!!! 매장이 넓고 분위기있어요??
그리고 생각한대로 스테이크랑 파스타 모두 맛있었습니다?? 데이트하기 딱 좋아요~~!!",https://place.map.kakao.com/477517975#comment,짱짱맨,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
,127.92,445-891,경기도 화성시 봉담읍 상리 686-3,"경기도 화성시 봉담읍 상리중심상가길 28-9, 1층 109, 110호",18309.0,한라맥주 봉담2지구점,호프/통닭,195080.2461,413862.7748,호프/통닭,https://m.place.naver.com/restaurant/1099550847,로제떡볶이랑 김치우동 너무 맛있어요!! 둘다 우동사리 추가하시는거 추천이요ㅠㅠ 김치우동에는 제발 우동사리 추가해서 먹어주세요.. 짱짱!!!,"분위기가 정말 좋아요 음악도 넘 힙하고 좋아서 제주도 여행온 기분~~~!! 맥주는 겨울에도 아.아마시는 저로써는 살얼음맥주 넘 행복하구요~~ 추가로 주문한 염통꼬치 가격도 저렴하
고 오동통 맛잇네요 그리고 기본으로 주시는 과자 ! 뭐죠~? 넘 맛있어요~ 후기쓰고… 추가 주문더하려고 ㅎㅎ 오늘은 혼술이지만.. 다음엔 가족과 함께 또 오고픕니다~",??여기크림맛집임 크림들어간거 다 맛있음?? 친구가 봉담으로 이사오고 아이들이 있기 때문에 친구집 앞에서 한잔씩 합니다. 여기 몇번왔었는데 초반에는 맛이 들쑥날쑥하더니 그래 도 애들이 잘먹는 튀김류들이 있고 친구 애기들이 여기 크림파스타를 잘먹기도 하고… 주변에 얼음맥주 파는곳이 없어서 올때마다 오게 됐어요(얼음맥주매니아) 아니근데 첨보는 로제 찜닭이 있길래 시켰는데 진짜 존맛탱 몇번만에 첨 리뷰씁니다 사장님 이거진짜 맛있어요 동네사람들 이거 드세요 ??로제찜닭??진짜 존맛탱 사이드메뉴에 스파게티면추가 넣어주...,"맥주도 맛있고
감자튀김도 넘나 맛있어용 !!",모든 안주 맛이 괜찮았고 하이볼 또한 다른곳과 비교도 안 될정도로 맛있었어요.인테리어도 이쁘고 조용하게 이야기도 할 수 있어서 다시 또 올것 같아요!,,,,,,
,37.8,445-891,경기도 화성시 봉담읍 상리 690-4,"경기도 화성시 봉담읍 상리3길 188, 1층 106호",18309.0,피자먹다 봉담2호점,한식,195204.9458,413616.6754,한식,https://m.place.naver.com/restaurant/1121483706,"피자를 이 가격에 둘이 배부르게 먹을 수 있다니 이건 혁명이지 ㅎ 키오스크로 편하게 주문하고 기다리면 금새 새로 구운 피자를 한입 가득 행복하게 먹을 수 있어여^^* 봉담 최애 피자
집!",아이들이 좋아하고 엄빠도 좋아하는 가성비 갑인곳~ 게다가 사장님도 항상 웃으면서 반겨주시는곳~ 항상 맛있게 잘먹고갑니다~^^,포장도 배달도 자주자주 하고있어요~ 올때마다 매장이 청결해서 좋아요! 집 근처에 이런 피자집이 있어서 좋네요~,"지난주에 맛보고 맛있어서 다시 왔어요! 
매장에서 바로 먹으면 꿀맛 ???? ??","간단히먹기도좋고 1인씩먹기도 좋아요 
피자종류도많고 맛있어요~~",https://place.map.kakao.com/1639419100#comment,굿굿 피자 한조각 땅길때!! 피자먹다,요즘 1인 피자 피자먹다 ~ 냠냠. 비프스테이크 피자를 먹어봤습니다~ 사진을 잘 못찍었지만 정말 맛있게 잘 먹었습니다 ~사장님 엄청 친절하세요??,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
,69.44,445-891,"경기도 화성시 봉담읍 상리 672-1 1층 103, 104호","경기도 화성시 봉담읍 신수길 6-21, 1층 103, 104호",18307.0,문경약돌돼지,한식,194723.1841,414010.4508,한식,https://m.place.naver.com/restaurant/1167448125,"된장찌개랑 야채가신선하고 맛나요 
볶음밥도 너무 맛있어서 바닥까지 긁어먹었네요
집근처라 간편하게 외식하기좋아요!",고기가 진짜 맛있어요!,굿굿.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,https://place.map.kakao.com/699982359#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
,137.11,445-891,"경기도 화성시 봉담읍 상리 661-5 1층 104, 105, 106호","경기도 화성시 봉담읍 봉황길 10-83, 1층 104, 105, 106호",18296.0,금각도 봉담점,한식,194843.0782,414737.4934,한식,https://m.place.naver.com/restaurant/1808949678,"숙성 고기 미쳤네요. 4인 가족 가서 진짜 정신없이 먹고 왔어요. 기본 반찬도 넘나 깔끔하게 잘 나오고 야채 같이 먹는 거 좋아하는데 야채 구이 세트로 주문할 수도 있어서 넘 좋았어요. 식기류부터 정갈하고 밑반찬, 다양한 소스 모두 깔끔하게 잘 나와서 부모님 모시고 가기에도 진짜 좋을 것 같아요. 룸도 있으니 미리 예약 추천..^^ 삼겹살, 목살, 4mm 목살 먹었는데 삼 겹살 목살은 당연히 기본으로 맛있고요. 얇은 목살 요고요고 굽기도 편하고 아이들 먹기도 좋은데 야채를 얇은 목살에 싸먹는 것도 완전 꿀맛이에요. 갓비빔국수 새콤달콤 맛있고...","금각도 뼈세트 고기 진짜 맛있어요. 고기가 쫄깃하면서 느끼함없이 고소하게 먹을 수 있어서 좋았고 기본찬도 깔끔하게 나와서 맛있게 먹을 수 있었습니다. 갓국수. 이거 왜케 맛있나요.
 ㅎㅎ 배불러도 꼭 주문해줘야하는 메뉴네요~~^^ 가족외식, 모임, 회식하기에 좋은거 같아요 *서비스 일부(추가금 본인결제)를 제공받아 작성된 글입니다.","금각도가 드디어 봉담에두 생겼어요 ?? 퀄리티 좋은 숙성고기 맛집으로 워낙 유명한 금각도가 동네에 생겨서 너무 좋아요 ?? 소문대로 숄더랙, 프랙치랙이 포함된 뼈세트는 너무 쫄깃 
고소하니 맛있었어요! 곁들임 메뉴로 주문한 청국된장찌개, 갓국수도 너무 맛있어서 정말 정신없이 먹었어요! 가게 내부도 깨끗하고 넓고, 룸식 자리도 있어서 단체회식, 모임장소로도 
너무 좋을 것 같고 가족외식으러도 최고!! 건물에 주차하기도 편리해서 자주 올것 같은 봉담맛집 입니다??","매일 지나가며 보다가 드뎌 오늘 왔어요. 숙성삼겹 진짜 맛있어요?????? 고기 부드럽고 쫀든하고 숙성이라그런지 돼지고기 특유의 잡내 하나도 없어서 목살, 양념구이까지 다 먹어봤
네요ㅋ 자주올것같아요~~",밑반찬 하나하나가 다 맛있어서 고기랑 곁들여먹기 좋았어요! 그리고 식사메뉴인 갓비빔국수도 맛나더라고요. 이런 맛집이 집주변에 생겨서 참 기쁘네요?? 거기에다가 오픈이벤트로 육회랑 삿포로맥주까지 주셔서 더 행복했답니다. 오래오래 봉담2지구 맛집으로 남아주세요!,https://place.map.kakao.com/85299091#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
,59.4,445-891,경기도 화성시 봉담읍 상리 11-24,"경기도 화성시 봉담읍 샘마을길 35-5, 1층 일부호",18316.0,봉담맛집 목포홍어,횟집,195567.0436,412865.4149,횟집,https://m.place.naver.com/restaurant/1936476368,"홍어 매니아인데, 이사 온 이후로 마땅한곳이 없어서 잘 못 먹고 있었는데 얼마전 새로 생긴걸 우연히 알게 되었습니다! 우선 사장님이 정말 너무 친절 하세요♡ 무엇보다 홍어맛도 너
무 맛있고 좋아요! 포장이라 겹쳐져 있어서 적어보지만, 밑게 많이 깔려 있답니다ㅎㅎ 구성이 알차서 조금씩 여러가지 맛보기 참 좋더라구요!!! 근데 다 맛있다는거ㅠ.ㅠ♡ 저희 많이 삭
힌거 좋아한다고 말씀 드렸더니, 홍어코가 마침 남아 있다며 챙겨주셨네요♡ 감사하게 맛있게 잘먹었어요 자주 이용 할게요!","예전에 신림동에서 장사하실때부터 다녔던 집입니다. 알맞게 숙성된 홍어와 꼬들꼬들 맛있는 한돈수육 그리고 맛있는 밑반찬들과 묵은지 어느하나 놓칠게없는 홍어맛집입니다. 혼자
가서 이날은 먹지 못했지만 홍어무침도 정말 별미입니다. 홍어 좋아하시는분들 꼭 한번 방문해보세요. 후회 안 하실거예요.",식도락여행과 반주를 좋아하는 젊은 부부입니다ㅎㅎ 동네에 삼합집이 새로 생겨서 가봤는데 너무 좋았어요! 사장님께서 친절하시고 무엇보다 기본 반찬부터 메인 메뉴까지 정말 다 맛납니다!!!!! 번창하세요 사장님~ 자주 잘께요!!,국산 홍어회를 바로 집앞에서 먹을 수 있다니..! 오래 살다보니 이런 날도 오는군요!! 금요일 저녁 친구와 소주한잔 기울이며 간만에 회포를 푸는 행복한 시간이었습니다~ 봉담에 눈씻고 찾기 어려웠던 보물같은 홍어집! 주문한 메뉴 모두 맛나게 잘 먹었습니다. 앞으로 자주 찾을 것 같네요 ㅎㅎ,"봉담에 최고의 맛집이네요????
신림은 후회할 겁니다 이런 맛집을 보내버려서 ㅠㅠ 하하",https://place.map.kakao.com/1920513422#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
